phi,mean,maxi,const
2.10,-0.534110,-0.232462,3.70
2.90,-0.257948,-0.124153,3.70
1.60,-0.054643,0.222778,3.70
5.20,-0.491984,-0.156234,3.70
0.10,0.110047,0.184531,3.80
5.60,-0.537421,-0.216221,3.70
6.10,-0.188258,-0.040638,3.70
5.70,-0.473271,-0.191326,3.70
0.20,0.206000,0.357345,3.80
4.90,-0.232564,0.097744,3.70
0.30,0.298152,0.496485,3.80
0.40,0.378221,0.893429,3.80
0.50,0.417095,0.761668,3.80
5.30,-0.538259,-0.198625,3.70
5.40,-0.565743,-0.228723,3.70
5.50,-0.573423,-0.235327,3.70
5.10,-0.435766,-0.151623,3.70
0.60,0.484040,0.821267,3.80
0.90,0.560754,0.902250,3.80
0.70,0.548139,0.943419,3.80
0.80,0.575342,0.975900,3.80
1.00,0.527617,0.822628,3.80
5.00,-0.356669,-0.061974,3.70
1.20,0.422608,0.891915,3.80
1.30,0.332564,0.904158,3.80
1.10,0.482000,0.914086,3.80
0.00,0.000000,0.000000,3.80
5.90,-0.364513,-0.131140,3.70
6.00,-0.283918,-0.083991,3.70
6.20,-0.087029,-0.017764,3.70
1.70,-0.193526,0.019103,3.80
1.40,0.205471,0.609635,3.80
1.50,0.076712,0.421300,3.80
1.60,-0.052123,0.218221,3.80
5.80,-0.401336,-0.140548,3.70
1.80,-0.327442,-0.042743,3.80
1.90,-0.421493,-0.118991,3.80
2.90,-0.258661,-0.118947,3.80
2.40,-0.554249,-0.277264,3.80
2.60,-0.473818,-0.199659,3.80
2.70,-0.412509,-0.010798,3.80
2.80,-0.344364,-0.117876,3.80
2.50,-0.517839,-0.275472,3.80
3.00,-0.158730,-0.071219,3.80
3.00,-0.163445,-0.073032,3.70
3.30,0.184695,0.755339,3.80
3.50,0.354491,0.646933,3.80
3.10,-0.047179,-0.022054,3.80
3.40,0.276980,0.512046,3.80
3.60,0.424721,0.838632,3.80
3.70,0.482652,0.862410,3.80
3.80,0.523447,0.968224,3.80
3.90,0.558208,0.969682,3.80
4.00,0.568275,0.928620,3.80
4.10,0.554298,0.953786,3.80
4.20,0.524028,0.969651,3.80
4.30,0.477496,0.893146,3.80
2.00,-0.485747,-0.179689,3.80
2.10,-0.529188,-0.225426,3.80
2.30,-0.571354,-0.293393,3.80
4.60,0.169052,0.646227,3.80
4.80,-0.097394,0.382035,3.80
2.20,-0.559687,-0.268030,3.80
4.40,0.407969,0.835099,3.80
6.20,-0.090784,-0.023790,3.80
4.50,0.307405,0.850543,3.80
5.50,-0.577456,-0.230612,3.80
5.40,-0.563611,-0.222026,3.80
0.00,0.000000,0.000000,3.90
5.70,-0.474810,-0.199566,3.80
5.00,-0.349941,-0.030686,3.80
0.10,0.110982,0.193652,3.90
0.20,0.207620,0.372121,3.90
0.30,0.300384,0.507930,3.90
6.00,-0.285522,-0.100981,3.80
5.10,-0.433590,-0.154642,3.80
5.30,-0.534624,-0.195788,3.80
5.20,-0.486666,-0.174341,3.80
0.40,0.373579,0.744412,3.90
0.50,0.421282,0.776787,3.90
0.60,0.488440,0.827938,3.90
0.70,0.550084,0.972152,3.90
0.80,0.575504,0.970372,3.90
0.90,0.560893,0.894005,3.90
1.00,0.525232,0.867938,3.90
1.10,0.475903,0.939575,3.90
5.60,-0.539903,-0.227315,3.80
4.90,-0.227719,0.102717,3.80
3.20,0.065085,0.135592,3.80
5.80,-0.404129,-0.141067,3.80
1.20,0.417756,0.882024,3.90
4.70,0.028827,0.575488,3.80
1.50,0.074683,0.399869,3.90
1.40,0.201240,0.591853,3.90
5.90,-0.364367,-0.124096,3.80
2.90,-0.260488,-0.070203,3.90
2.50,-0.519612,-0.273222,3.90
2.60,-0.479928,-0.206360,3.90
2.70,-0.418684,-0.028266,3.90
2.80,-0.349262,-0.168887,3.90
2.40,-0.555632,-0.285628,3.90
3.00,-0.156264,-0.072388,3.90
3.50,0.361729,0.639277,3.90
3.30,0.180232,0.356873,3.90
3.20,0.067518,0.140285,3.90
3.60,0.432186,0.783956,3.90
3.70,0.488938,0.867155,3.90
3.40,0.275019,0.519453,3.90
3.80,0.525384,0.968999,3.90
3.90,0.560637,0.970333,3.90
4.00,0.568468,0.926997,3.90
4.20,0.520355,0.933230,3.90
4.10,0.552638,0.966914,3.90
4.30,0.477638,0.940690,3.90
3.10,-0.047629,-0.022482,3.90
2.10,-0.527983,-0.239747,3.90
6.10,-0.193038,-0.051453,3.80
2.20,-0.556561,-0.273363,3.90
1.30,0.325992,0.876724,3.90
2.00,-0.483226,-0.187787,3.90
1.70,-0.194873,0.020315,3.90
1.60,-0.051881,0.231479,3.90
1.90,-0.420557,-0.117569,3.90
1.80,-0.325383,-0.050574,3.90
4.50,0.306380,0.883522,3.90
4.40,0.405158,0.825458,3.90
5.20,-0.484824,-0.172278,3.90
2.30,-0.570728,-0.291556,3.90
5.10,-0.428088,-0.155218,3.90
5.50,-0.575330,-0.230482,3.90
5.60,-0.540280,-0.228217,3.90
5.90,-0.367734,-0.141097,3.90
5.40,-0.563486,-0.224525,3.90
5.80,-0.403085,-0.137588,3.90
5.70,-0.475215,-0.207222,3.90
4.60,0.171277,0.654032,3.90
0.10,0.105163,0.189266,4.00
0.50,0.418681,0.783997,4.00
0.30,0.302098,0.514720,4.00
0.20,0.204131,0.360255,4.00
0.40,0.373786,0.680180,4.00
6.00,-0.287719,-0.098920,3.90
6.10,-0.191423,-0.022181,3.90
6.20,-0.087963,-0.016290,3.90
5.00,-0.346902,-0.058766,3.90
4.80,-0.095430,0.338655,3.90
0.60,0.487975,0.846322,4.00
0.70,0.551604,0.985711,4.00
0.80,0.575043,0.977115,4.00
0.00,0.000000,0.000000,4.00
4.70,0.027819,0.557687,3.90
5.30,-0.536287,-0.192450,3.90
1.90,-0.417923,-0.114248,4.00
1.00,0.522875,0.886484,4.00
0.90,0.557447,0.877098,4.00
1.80,-0.324037,-0.043342,4.00
1.70,-0.189994,0.032414,4.00
4.90,-0.225574,0.090575,3.90
2.00,-0.483360,-0.184820,4.00
1.10,0.473519,0.839647,4.00
1.20,0.413996,0.884050,4.00
1.30,0.323084,0.874119,4.00
1.40,0.199270,0.622125,4.00
2.20,-0.553701,-0.273368,4.00
2.30,-0.570131,-0.298078,4.00
2.40,-0.559234,-0.282787,4.00
1.50,0.073216,0.390023,4.00
1.60,-0.053031,0.220816,4.00
3.40,0.275830,0.495759,4.00
3.50,0.362153,0.646178,4.00
3.60,0.437992,0.801112,4.00
4.20,0.519584,0.976346,4.00
4.30,0.472764,0.960702,4.00
4.10,0.548390,0.970264,4.00
4.00,0.566762,0.927974,4.00
3.90,0.562613,0.959979,4.00
4.50,0.302014,0.875241,4.00
4.60,0.168169,0.642826,4.00
4.40,0.404292,0.888516,4.00
4.70,0.031789,0.596290,4.00
4.80,-0.093321,0.368225,4.00
4.90,-0.221197,0.105368,4.00
5.00,-0.340761,-0.054965,4.00
2.90,-0.258504,0.133063,4.00
3.00,-0.159083,-0.076815,4.00
2.10,-0.524111,-0.241041,4.00
3.30,0.176406,0.337003,4.00
3.20,0.067567,0.132550,4.00
2.80,-0.353996,-0.172077,4.00
2.60,-0.483339,-0.242439,4.00
2.50,-0.521197,-0.269282,4.00
2.70,-0.425114,-0.077552,4.00
0.20,0.210994,0.369813,4.10
5.80,-0.409472,-0.154458,4.00
5.90,-0.369312,-0.143842,4.00
6.20,-0.088600,-0.004559,4.00
0.00,0.000000,0.000000,4.10
6.00,-0.287457,-0.104983,4.00
0.30,0.304787,0.511578,4.10
6.10,-0.191074,-0.016314,4.00
0.40,0.377009,0.728546,4.10
5.20,-0.480055,-0.168425,4.00
5.30,-0.527303,-0.204935,4.00
5.10,-0.425631,-0.144258,4.00
0.80,0.574598,0.968940,4.10
0.60,0.490036,0.857014,4.10
0.50,0.421402,0.803639,4.10
3.10,-0.047679,-0.022579,4.00
0.70,0.553880,0.986133,4.10
5.40,-0.562071,-0.219168,4.00
5.60,-0.541784,-0.237717,4.00
0.90,0.558016,0.909898,4.10
1.00,0.516129,0.820809,4.10
1.30,0.316606,0.859372,4.10
1.20,0.407926,0.904494,4.10
1.40,0.195115,0.582095,4.10
5.50,-0.572734,-0.238899,4.00
3.70,0.489772,0.846393,4.00
5.70,-0.476802,-0.203103,4.00
3.80,0.527543,0.985486,4.00
1.50,0.070246,0.380106,4.10
1.10,0.470727,0.931346,4.10
2.20,-0.550978,-0.280577,4.10
2.10,-0.521375,-0.235496,4.10
1.60,-0.050960,0.223117,4.10
1.70,-0.190614,0.018743,4.10
1.80,-0.321164,-0.041505,4.10
1.90,-0.414247,-0.115477,4.10
2.30,-0.566766,-0.279358,4.10
2.40,-0.560141,-0.284517,4.10
3.40,0.286699,0.532256,4.10
3.60,0.440521,0.812082,4.10
3.50,0.368577,0.652081,4.10
3.30,0.181702,0.352728,4.10
3.10,-0.048485,-0.023035,4.10
2.90,-0.260830,0.119064,4.10
3.00,-0.162920,-0.078060,4.10
0.10,0.109785,0.202270,4.10
3.80,0.530921,0.995783,4.10
3.70,0.488230,0.854143,4.10
2.00,-0.480346,-0.187502,4.10
3.90,0.562678,0.953410,4.10
4.00,0.566335,0.921885,4.10
4.10,0.546732,0.980741,4.10
4.30,0.468488,0.894572,4.10
4.20,0.512588,0.953158,4.10
2.50,-0.526608,-0.271173,4.10
2.80,-0.359042,-0.094568,4.10
2.60,-0.483546,-0.231492,4.10
5.70,-0.477713,-0.203385,4.10
5.80,-0.408656,-0.142237,4.10
5.90,-0.371840,-0.134704,4.10
5.60,-0.543150,-0.235018,4.10
0.00,0.000000,0.000000,4.20
0.10,0.108436,0.191486,4.20
0.20,0.211746,0.375128,4.20
6.00,-0.287753,-0.098297,4.10
6.10,-0.189236,-0.010633,4.10
4.50,0.301160,0.938955,4.10
4.40,0.399135,0.870379,4.10
4.60,0.164458,0.622195,4.10
0.60,0.491343,0.867577,4.20
0.40,0.381782,0.775361,4.20
0.30,0.306766,0.537278,4.20
0.50,0.424711,0.812749,4.20
6.20,-0.089637,-0.004079,4.10
5.10,-0.420331,-0.136259,4.10
5.40,-0.562930,-0.227921,4.10
5.50,-0.574569,-0.237211,4.10
0.70,0.553068,0.967838,4.20
5.30,-0.528895,-0.200595,4.10
1.00,0.516143,0.857263,4.20
1.20,0.402708,0.935590,4.20
0.80,0.574423,0.968277,4.20
1.10,0.463298,0.821283,4.20
3.20,0.068959,0.146875,4.10
5.20,-0.476183,-0.163523,4.10
5.00,-0.337224,-0.064967,4.10
4.70,0.031717,0.573021,4.10
4.80,-0.091032,0.355191,4.10
4.90,-0.215132,0.118049,4.10
1.30,0.312794,0.810717,4.20
1.50,0.067970,0.372773,4.20
1.60,-0.056726,0.211834,4.20
1.70,-0.189904,0.024734,4.20
2.70,-0.432816,-0.043694,4.20
2.60,-0.483611,-0.231225,4.20
2.80,-0.360775,-0.144330,4.20
2.90,-0.273048,-0.131279,4.20
1.40,0.191425,0.602451,4.20
0.90,0.560478,0.894444,4.20
1.80,-0.318391,-0.051521,4.20
1.90,-0.410079,-0.116782,4.20
2.00,-0.477092,-0.182640,4.20
2.10,-0.520349,-0.241540,4.20
2.70,-0.428087,-0.042000,4.10
3.50,0.372982,0.672444,4.20
3.30,0.182270,0.342278,4.20
3.40,0.283661,0.538588,4.20
3.80,0.534626,0.976357,4.20
4.00,0.566079,0.948214,4.20
3.90,0.567197,0.965084,4.20
3.70,0.492320,0.905476,4.20
4.10,0.544678,0.990559,4.20
4.20,0.513713,0.979255,4.20
4.30,0.464986,0.931365,4.20
2.20,-0.549184,-0.281770,4.20
3.00,-0.165239,-0.077037,4.20
3.20,0.069148,0.142943,4.20
3.10,-0.048834,-0.023267,4.20
5.60,-0.544029,-0.228262,4.20
5.50,-0.573820,-0.237697,4.20
4.80,-0.087566,0.359400,4.20
5.70,-0.480946,-0.195811,4.20
4.90,-0.212920,0.097849,4.20
5.90,-0.372470,-0.148984,4.20
5.00,-0.331612,-0.048992,4.20
5.10,-0.413075,-0.126767,4.20
5.20,-0.473434,-0.155256,4.20
4.70,0.033981,0.608024,4.20
2.30,-0.565461,-0.283947,4.20
5.40,-0.560987,-0.240454,4.20
5.80,-0.413000,-0.151843,4.20
4.50,0.297401,0.952284,4.20
4.40,0.397761,0.894015,4.20
4.60,0.165677,0.633157,4.20
0.00,0.000000,0.000000,4.30
2.40,-0.562462,-0.284582,4.20
2.50,-0.529721,-0.269471,4.20
6.00,-0.289288,-0.102420,4.20
6.10,-0.192172,-0.010572,4.20
1.40,0.186732,0.602391,4.30
1.50,0.066270,0.368016,4.30
1.60,-0.053398,0.215567,4.30
1.10,0.458645,0.884456,4.30
1.00,0.512206,0.836809,4.30
0.10,0.106651,0.189241,4.30
0.30,0.307221,0.669478,4.30
0.20,0.208652,0.379606,4.30
0.40,0.383711,0.766996,4.30
0.90,0.558398,0.925470,4.30
3.60,0.443574,0.753141,4.20
1.30,0.308452,0.817309,4.30
5.30,-0.526163,-0.197946,4.20
2.00,-0.472606,-0.177297,4.30
2.10,-0.515980,-0.242380,4.30
1.20,0.400076,0.915359,4.30
6.20,-0.090588,0.006151,4.20
0.80,0.573918,0.942876,4.30
1.80,-0.312942,-0.052588,4.30
0.50,0.428475,0.820292,4.30
0.60,0.493498,0.852900,4.30
0.70,0.555014,0.982433,4.30
1.70,-0.186671,0.020408,4.30
3.20,0.069422,0.137497,4.30
3.40,0.290902,0.544795,4.30
3.30,0.187335,0.356234,4.30
3.50,0.378341,0.685856,4.30
3.60,0.450395,0.801960,4.30
3.70,0.494167,0.915874,4.30
3.80,0.537881,0.967818,4.30
3.90,0.567645,0.971430,4.30
4.00,0.563662,0.923553,4.30
4.10,0.542482,0.987175,4.30
1.90,-0.407954,-0.113236,4.30
2.60,-0.488266,-0.234260,4.30
2.30,-0.565539,-0.274598,4.30
2.20,-0.546812,-0.277893,4.30
2.80,-0.365711,-0.170328,4.30
3.00,-0.169499,-0.079477,4.30
3.10,-0.049647,-0.022446,4.30
2.40,-0.562653,-0.284537,4.30
2.50,-0.532015,-0.262829,4.30
5.40,-0.562411,-0.242252,4.30
5.30,-0.520350,-0.203550,4.30
5.60,-0.545060,-0.230594,4.30
5.50,-0.573169,-0.248874,4.30
4.50,0.293626,0.863374,4.30
4.60,0.162234,0.628317,4.30
4.80,-0.084684,0.378248,4.30
4.70,0.032784,0.574696,4.30
4.90,-0.209226,0.102086,4.30
5.00,-0.327041,-0.081775,4.30
4.30,0.464737,0.894886,4.30
4.20,0.512545,0.976766,4.30
4.40,0.394319,0.940281,4.30
2.90,-0.270196,-0.128856,4.30
5.80,-0.416812,-0.142983,4.30
5.20,-0.470634,-0.133827,4.30
2.70,-0.438194,-0.111077,4.30
5.70,-0.483376,-0.198775,4.30
5.90,-0.374477,-0.150100,4.30
6.00,-0.290949,-0.105036,4.30
6.10,-0.192178,-0.007563,4.30
6.20,-0.089106,0.016374,4.30
0.60,0.496650,0.863491,4.40
0.50,0.428327,0.835794,4.40
0.70,0.555626,0.994698,4.40
0.80,0.575664,0.980725,4.40
0.20,0.209854,0.385166,4.40
0.40,0.382311,0.736849,4.40
0.30,0.307367,0.542996,4.40
0.90,0.557229,0.972570,4.40
1.00,0.510653,0.874413,4.40
5.10,-0.408110,-0.107926,4.30
1.10,0.456396,0.808384,4.40
1.40,0.186049,0.594598,4.40
1.20,0.397732,0.983266,4.40
1.30,0.303551,0.832256,4.40
1.70,-0.183625,0.025097,4.40
1.90,-0.404592,-0.112504,4.40
1.80,-0.308492,-0.044962,4.40
2.00,-0.468781,-0.181197,4.40
0.00,0.000000,0.000000,4.40
0.10,0.109461,0.192328,4.40
3.70,0.496683,0.934345,4.40
3.60,0.452797,0.829026,4.40
3.80,0.535585,0.905119,4.40
3.50,0.382402,0.673646,4.40
2.10,-0.514014,-0.245399,4.40
4.60,0.161353,0.654187,4.40
4.70,0.033573,0.574500,4.40
4.80,-0.082806,0.375442,4.40
5.10,-0.406065,-0.077767,4.40
2.50,-0.533136,-0.269821,4.40
2.40,-0.562883,-0.286141,4.40
4.90,-0.204498,0.085943,4.40
2.30,-0.565073,-0.281798,4.40
5.60,-0.549394,-0.224830,4.40
5.30,-0.520847,-0.208605,4.40
5.40,-0.557386,-0.231995,4.40
5.50,-0.574974,-0.252853,4.40
3.40,0.290842,0.576114,4.40
2.70,-0.442257,-0.113869,4.40
2.60,-0.490926,-0.232975,4.40
2.90,-0.267821,0.187267,4.40
2.80,-0.370935,-0.122645,4.40
3.90,0.563290,0.980909,4.40
4.20,0.506174,0.948978,4.40
4.00,0.560919,0.917804,4.40
4.10,0.542230,0.984745,4.40
4.50,0.289816,0.851376,4.40
3.00,-0.169957,-0.079619,4.40
3.20,0.071334,0.145531,4.40
3.10,-0.050340,-0.023746,4.40
5.70,-0.486063,-0.184059,4.40
5.80,-0.420444,-0.138006,4.40
3.30,0.189467,0.383005,4.40
1.60,-0.055476,0.211437,4.40
5.90,-0.376313,-0.142357,4.40
6.00,-0.288842,-0.089921,4.40
1.50,0.063228,0.359580,4.40
2.20,-0.545244,-0.257287,4.40
1.00,0.507277,0.879428,4.50
1.10,0.450265,0.801838,4.50
5.20,-0.464388,-0.126148,4.40
1.30,0.298950,0.814340,4.50
1.20,0.388826,0.979080,4.50
0.30,0.308785,0.542148,4.50
0.20,0.212386,0.395649,4.50
0.10,0.113276,0.254772,4.50
6.10,-0.196932,-0.012071,4.40
0.00,0.000000,0.000000,4.50
6.20,-0.090074,0.028471,4.40
0.40,0.383776,0.734801,4.50
1.40,0.180909,0.613201,4.50
1.50,0.060218,0.360495,4.50
0.90,0.555250,0.938453,4.50
4.30,0.459861,0.904006,4.40
1.60,-0.056399,0.207946,4.50
0.70,0.562538,0.974001,4.50
0.50,0.432538,0.841227,4.50
1.80,-0.305644,-0.052639,4.50
1.70,-0.182892,0.039236,4.50
4.40,0.388985,0.949649,4.40
0.60,0.502222,0.881427,4.50
2.00,-0.464418,-0.186149,4.50
1.90,-0.399111,-0.111906,4.50
5.00,-0.322091,-0.055856,4.40
0.80,0.572762,0.978332,4.50
2.10,-0.510619,-0.249273,4.50
3.40,0.299098,0.529927,4.50
3.70,0.497542,0.936628,4.50
3.50,0.379975,0.721074,4.50
3.60,0.455530,0.830670,4.50
4.50,0.286887,0.802929,4.50
4.60,0.159199,0.618924,4.50
4.70,0.035306,0.594270,4.50
2.40,-0.562754,-0.265824,4.50
2.20,-0.543678,-0.269805,4.50
2.30,-0.562823,-0.274426,4.50
4.80,-0.081205,0.378845,4.50
5.10,-0.401719,-0.065521,4.50
4.90,-0.199938,0.112049,4.50
3.30,0.190633,0.403843,4.50
2.60,-0.490039,-0.231837,4.50
2.70,-0.443740,-0.094438,4.50
2.50,-0.534506,-0.261503,4.50
0.40,0.395101,0.935819,4.60
2.80,-0.372542,-0.169311,4.50
5.30,-0.515650,-0.204182,4.50
5.40,-0.559889,-0.248958,4.50
5.50,-0.574874,-0.256804,4.50
5.80,-0.427807,-0.157180,4.50
5.20,-0.462228,-0.114142,4.50
5.90,-0.379530,-0.129100,4.50
0.30,0.308758,0.545326,4.60
6.00,-0.290832,-0.085874,4.50
6.20,-0.094009,0.016168,4.50
6.10,-0.197017,-0.014902,4.50
0.00,0.000000,0.000000,4.60
0.20,0.213597,0.390488,4.60
0.10,0.113433,0.211953,4.60
3.80,0.539614,0.957678,4.50
4.00,0.560350,0.962265,4.50
0.50,0.437461,0.843387,4.60
3.20,0.070117,0.160464,4.50
3.00,-0.170587,-0.080263,4.50
2.90,-0.281810,-0.132621,4.50
3.10,-0.049740,-0.023286,4.50
4.10,0.539532,0.987320,4.50
4.30,0.454802,0.887906,4.50
0.90,0.551746,0.929723,4.60
0.70,0.564500,0.977939,4.60
5.60,-0.554241,-0.239481,4.50
0.60,0.506663,0.877827,4.60
3.90,0.568189,0.985027,4.50
4.40,0.385808,0.984633,4.50
1.00,0.502249,0.921720,4.60
4.20,0.504307,0.986420,4.50
1.80,-0.300074,-0.044463,4.60
1.60,-0.057214,0.210661,4.60
1.90,-0.394063,-0.105609,4.60
1.70,-0.178298,0.042793,4.60
2.00,-0.460871,-0.196201,4.60
5.70,-0.491034,-0.189020,4.50
2.20,-0.542057,-0.266654,4.60
2.10,-0.506455,-0.249593,4.60
2.30,-0.561200,-0.268068,4.60
2.40,-0.565722,-0.272309,4.60
5.00,-0.317761,-0.032549,4.50
1.10,0.449070,0.864565,4.60
3.20,0.072773,0.190106,4.60
3.30,0.192923,0.403756,4.60
3.40,0.303406,0.572648,4.60
3.80,0.543531,0.957716,4.60
3.50,0.388491,0.711879,4.60
3.70,0.502767,0.996104,4.60
0.80,0.575119,0.975982,4.60
2.60,-0.493476,-0.252676,4.60
2.50,-0.535429,-0.259339,4.60
2.70,-0.448262,-0.155667,4.60
1.30,0.294003,0.829735,4.60
3.60,0.455299,0.852755,4.60
1.40,0.177203,0.611337,4.60
3.10,-0.051807,-0.023240,4.60
4.20,0.499332,0.973427,4.60
4.10,0.536279,0.975130,4.60
4.00,0.558471,0.961682,4.60
3.90,0.569595,0.979727,4.60
4.80,-0.078574,0.376442,4.60
4.90,-0.196620,0.111594,4.60
2.80,-0.373501,-0.119829,4.60
1.20,0.384335,0.959585,4.60
2.90,-0.288146,-0.126696,4.60
3.00,-0.174545,-0.080599,4.60
5.00,-0.312381,-0.007763,4.60
5.30,-0.509571,-0.188539,4.60
5.40,-0.557604,-0.257393,4.60
5.90,-0.385196,-0.127688,4.60
5.10,-0.396359,-0.056806,4.60
5.20,-0.456171,-0.074594,4.60
6.10,-0.201011,-0.021445,4.60
4.30,0.448241,0.876725,4.60
4.70,0.037777,0.611748,4.60
5.50,-0.572436,-0.257031,4.60
5.70,-0.495832,-0.192602,4.60
4.50,0.282505,0.777561,4.60
4.60,0.156093,0.629832,4.60
4.40,0.380679,0.949396,4.60
1.50,0.058861,0.362433,4.60
5.60,-0.555560,-0.223142,4.60
6.00,-0.291066,-0.088014,4.60
0.00,0.000000,0.000000,4.70
0.10,0.112231,0.218757,4.70
0.30,0.313191,0.561182,4.70
0.20,0.217398,0.397972,4.70
0.80,0.571709,0.950199,4.70
0.50,0.447240,0.851989,4.70
0.60,0.511157,0.886574,4.70
0.70,0.563883,0.992776,4.70
0.90,0.547052,0.894683,4.70
1.10,0.445002,0.887813,4.70
1.20,0.380774,0.864489,4.70
1.00,0.497499,0.895528,4.70
1.30,0.288944,0.833356,4.70
5.80,-0.423367,-0.105729,4.60
2.00,-0.456852,-0.171380,4.70
1.80,-0.297095,-0.020122,4.70
6.20,-0.093961,0.023788,4.60
1.90,-0.395288,-0.107301,4.70
2.20,-0.539784,-0.253298,4.70
2.10,-0.504097,-0.248629,4.70
1.70,-0.177861,0.049193,4.70
1.50,0.055720,0.351494,4.70
1.40,0.174529,0.598046,4.70
2.30,-0.560573,-0.233096,4.70
2.70,-0.454995,-0.119434,4.70
2.80,-0.373281,-0.154328,4.70
3.00,-0.175439,-0.079806,4.70
2.90,-0.291830,-0.127568,4.70
3.90,0.565990,0.984190,4.70
3.60,0.459578,0.835040,4.70
3.70,0.507072,0.963397,4.70
3.80,0.541967,0.911739,4.70
4.90,-0.194394,0.097627,4.70
2.40,-0.563138,-0.270357,4.70
2.60,-0.496885,-0.250241,4.70
2.50,-0.534029,-0.256207,4.70
4.60,0.156124,0.646155,4.70
4.80,-0.074253,0.410389,4.70
4.70,0.038381,0.609929,4.70
5.00,-0.306135,-0.039054,4.70
5.10,-0.391379,-0.031375,4.70
5.20,-0.452039,-0.066055,4.70
1.60,-0.055740,0.221278,4.70
4.40,0.378146,0.954471,4.70
4.00,0.556930,0.966513,4.70
3.40,0.307214,0.559120,4.70
3.10,-0.051895,-0.023803,4.70
3.20,0.072367,0.196364,4.70
3.30,0.195333,0.426976,4.70
4.20,0.497506,0.957183,4.70
3.50,0.387810,0.724382,4.70
0.40,0.400086,0.904730,4.70
0.00,0.000000,0.000000,4.80
6.10,-0.201565,0.012326,4.70
6.20,-0.094078,0.053705,4.70
0.10,0.114872,0.240706,4.80
4.10,0.534806,0.950359,4.70
0.20,0.222189,0.392246,4.80
0.40,0.399716,0.872521,4.80
0.30,0.311350,0.551072,4.80
0.50,0.448026,0.863851,4.80
4.30,0.446247,0.882304,4.70
0.80,0.568388,0.939137,4.80
0.90,0.543626,0.867777,4.80
1.10,0.439737,0.822329,4.80
1.20,0.374700,0.895954,4.80
1.00,0.496041,0.996406,4.80
1.30,0.282819,0.781863,4.80
5.80,-0.430905,-0.125257,4.70
5.30,-0.508355,-0.176116,4.70
1.40,0.166909,0.595653,4.80
5.50,-0.572404,-0.264817,4.70
5.60,-0.554802,-0.209248,4.70
5.40,-0.552194,-0.256095,4.70
5.70,-0.497626,-0.168134,4.70
0.60,0.510117,0.881181,4.80
5.90,-0.383158,-0.117974,4.70
1.60,-0.057077,0.218334,4.80
6.00,-0.294173,-0.074539,4.70
4.50,0.279749,0.822592,4.70
2.00,-0.452454,-0.188995,4.80
2.10,-0.500030,-0.241578,4.80
2.30,-0.560669,-0.260868,4.80
2.20,-0.536694,-0.248578,4.80
1.50,0.053761,0.348348,4.80
1.90,-0.389876,-0.105127,4.80
2.80,-0.377939,-0.157327,4.80
2.50,-0.535936,-0.260230,4.80
2.60,-0.497950,-0.248652,4.80
2.70,-0.453764,-0.205495,4.80
1.70,-0.176446,0.060976,4.80
2.40,-0.567905,-0.259301,4.80
3.80,0.542922,0.896071,4.80
4.00,0.557676,0.984357,4.80
3.90,0.565979,0.957366,4.80
4.10,0.532141,0.949511,4.80
4.20,0.493321,0.972601,4.80
4.30,0.442808,0.911786,4.80
4.40,0.375237,0.935153,4.80
0.70,0.563556,0.998751,4.80
4.80,-0.072574,0.390155,4.80
4.50,0.275903,0.787339,4.80
2.90,-0.295134,-0.123783,4.80
3.10,-0.051093,-0.024294,4.80
3.00,-0.173138,-0.080232,4.80
4.70,0.035519,0.577569,4.80
4.60,0.155024,0.659781,4.80
5.40,-0.549632,-0.251933,4.80
5.50,-0.569836,-0.258908,4.80
5.30,-0.506715,-0.181055,4.80
6.20,-0.094487,0.053454,4.80
0.00,0.000000,0.000000,4.90
5.60,-0.556743,-0.215074,4.80
5.90,-0.384408,-0.101038,4.80
5.70,-0.501360,-0.162071,4.80
5.80,-0.439618,-0.174988,4.80
3.30,0.195462,0.412334,4.80
3.20,0.072083,0.168182,4.80
3.40,0.310993,0.656536,4.80
3.50,0.388321,0.737662,4.80
4.90,-0.186134,0.145028,4.80
1.80,-0.291093,-0.023272,4.80
6.00,-0.295775,-0.080757,4.80
5.10,-0.384256,-0.009315,4.80
3.60,0.463138,0.853302,4.80
0.60,0.515047,0.876912,4.90
0.50,0.447053,0.864525,4.90
5.00,-0.302494,-0.012926,4.80
0.70,0.565196,0.968965,4.90
0.80,0.570160,0.946364,4.90
1.30,0.277984,0.791163,4.90
1.10,0.435490,0.930139,4.90
1.00,0.490240,0.979967,4.90
0.90,0.539092,0.918424,4.90
1.20,0.369404,0.921832,4.90
1.40,0.165615,0.561955,4.90
5.20,-0.449764,-0.064292,4.80
0.20,0.224303,0.402345,4.90
0.10,0.114491,0.272069,4.90
1.80,-0.287190,-0.012643,4.90
1.70,-0.173295,0.073641,4.90
1.60,-0.058907,0.213928,4.90
1.50,0.051986,0.352749,4.90
0.40,0.403290,0.943075,4.90
0.30,0.308445,0.577536,4.90
2.70,-0.456153,-0.200218,4.90
2.40,-0.566646,-0.256436,4.90
3.70,0.505661,0.979962,4.80
1.90,-0.385685,-0.108420,4.90
3.30,0.197269,0.420722,4.90
3.10,-0.051900,-0.023693,4.90
2.10,-0.496107,-0.234419,4.90
3.20,0.072917,0.202643,4.90
2.00,-0.445726,-0.182991,4.90
2.20,-0.536327,-0.241923,4.90
3.40,0.310316,0.575627,4.90
